fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L,hue,saturation,value,emocion,confianza_emocional,score_ira,score_tristeza,score_romanticismo,score_energía,score_alegría,score_relajación,score_calma,score_aburrimiento,coherencia_emocional,temperatura_color,luminosidad_cat,saturacion_cat,emocion_optima,alineacion_emocional,mean_R_norm,mean_G_norm,mean_B_norm,mean_L_norm,mean_a_norm,mean_b_norm,contrast_L_norm,hue_norm,saturation_norm,value_norm
OpenFoodFacts,Cervezas,corona extra,https://images.openfoodfacts.org/images/products/000/007/503/2814/front_en.127.400.jpg,76.8346,67.3361,57.9844,27.8698,2.5005,6.6071,25.6556,29.7664,0.2453,0.3013,Neutro/Ambiguo,0.2109,0.21094303291217567,0.14636157797464514,0.12635900364962477,0.10049666022005806,0.12832151978630058,0.040962256839087226,0.0948588091977555,0.15169713942035312,21.09,Neutro,Oscuro,Apagado,Relajación,False,0.1961,0.2012,0.194,0.1568,0.4497,0.4584,0.6401,0.0827,0.2652,0.196
OpenFoodFacts,Cervezas,Desperados,https://images.openfoodfacts.org/images/products/315/593/000/6015/front_en.54.400.jpg,112.9809,94.0698,80.5105,41.271,6.3958,11.6106,21.9431,25.0554,0.2874,0.4431,Neutro/Ambiguo,0.2129,0.10891083062617438,0.20806024167948683,0.21290638816675106,0.1640959613795217,0.19045440373680333,0.012542782431054039,0.03136373095460544,0.07166566102560326,21.29,Cálido,Medio,Moderado,Relajación,False,0.3599,0.3155,0.294,0.314,0.5692,0.5407,0.5101,0.0696,0.3107,0.3599
OpenFoodFacts,Cervezas,Cerveza especial,https://images.openfoodfacts.org/images/products/841/132/712/2016/front_en.40.400.jpg,205.5538,123.3557,103.3512,61.7792,20.44865,28.1511,19.7099,11.744,0.4972,0.8061,Aburrimiento,0.2454,0.027754093278534696,0.06586131893123787,0.18968697440702387,0.22214260677717598,0.18675781503173572,0.021595318855173525,0.04084766895833003,0.2453542037607884,24.54,Cálido,Medio,Moderado,Relajación,False,0.7793,0.4406,0.3955,0.5546,1.0,0.8125,0.4319,0.0326,0.5376,0.7792
OpenFoodFacts,Cervezas,Cerveza flag special,https://images.openfoodfacts.org/images/products/611/104/500/0208/front_es.3.400.jpg,105.4537,87.8638,77.1658,38.071,5.4849,8.8447,20.0645,22.691,0.2682,0.4135,Neutro/Ambiguo,0.2027,0.1293910277085378,0.20273890123350308,0.19370223484300675,0.1422776412166223,0.16474400040519133,0.015248325952264994,0.054585087618441865,0.09731278102243184,20.27,Cálido,Oscuro,Moderado,Relajación,False,0.3258,0.289,0.2792,0.2765,0.5412,0.4952,0.4443,0.063,0.29,0.3257
OpenFoodFacts,Cervezas,Lager Hell,https://images.openfoodfacts.org/images/products/410/525/002/2003/front_en.4.400.jpg,99.7194,100.3472,93.6536,41.0383,-0.5001,4.0406,27.3621,65.6275,0.0667,0.3935,Tristeza,0.3054,0.07801445493583753,0.30537421811411275,0.13457567741891283,0.06414482111277639,0.05954085922821894,0.08365970502386909,0.10188295880596433,0.1728073053603082,30.54,Neutro,Medio,Apagado,Relajación,False,0.2998,0.3423,0.3524,0.3113,0.3577,0.4163,0.6999,0.1823,0.0721,0.3026
OpenFoodFacts,Cervezas,BIERE BLONDE A L\'ANCIENNE,https://images.openfoodfacts.org/images/products/326/157/000/1546/front_fr.5.400.jpg,171.0201,142.1167,108.5586,59.84,7.0368,22.0303,28.4579,32.2356,0.3652,0.6707,Energía,0.2558,0.024792366163365723,0.07550092709818695,0.18117833944607464,0.2558213845118063,0.2188553187219987,0.017631108080731917,0.026318197267104874,0.1999023587107308,25.58,Cálido,Medio,Moderado,Relajación,False,0.6229,0.5208,0.4186,0.5318,0.5888,0.7119,0.7382,0.0896,0.3949,0.6228
OpenFoodFacts,Cervezas,"Jupiler 0,0% 25 CL Fles",https://images.openfoodfacts.org/images/products/541/022/823/1325/front_fr.47.400.jpg,123.4079,106.3922,97.2934,45.1837,5.4321,7.7412,25.0431,20.9052,0.2116,0.484,Neutro/Ambiguo,0.2063,0.10650986376269708,0.20187587847254168,0.20632538852514581,0.14280155288705484,0.14793744133628772,0.01768088195501365,0.06242787920738486,0.1144411138538744,20.63,Cálido,Medio,Apagado,Relajación,False,0.4071,0.3681,0.3686,0.3599,0.5396,0.4771,0.6187,0.0581,0.2288,0.4071
OpenFoodFacts,Cervezas,BLE 75CL BIERE GOUDALE BLDE,https://images.openfoodfacts.org/images/products/326/157/000/0044/front_fr.7.400.jpg,176.6624,178.3523,164.5054,70.5358,-2.5249,6.5497,34.3183,67.3225,0.0776,0.6994,Aburrimiento,0.2874,0.10186273141584991,0.0847018589644874,0.1135837767913629,0.1388374235424217,0.11540029440488207,0.042957102547639146,0.11525485341244934,0.28740195892090753,28.74,Neutro,Luminoso,Apagado,Relajación,False,0.6484,0.6756,0.6671,0.6573,0.2957,0.4575,0.9435,0.187,0.0839,0.656
OpenFoodFacts,Cervezas,BREWDOG IPA,https://images.openfoodfacts.org/images/products/505/602/544/0494/front_fr.27.400.jpg,87.8194,98.6625,101.0072,39.79,-1.322,-1.6301,28.4152,190.6676,0.1306,0.3961,Tristeza,0.3542,0.07301680882615062,0.35424051634715525,0.13021139242211816,0.050238532132440096,0.018790353810787523,0.10098257913740066,0.1065235084622409,0.1659963088617068,35.42,Neutro,Oscuro,Apagado,Relajación,False,0.2459,0.3351,0.3851,0.2966,0.3325,0.3231,0.7368,0.5297,0.1412,0.3056
OpenFoodFacts,Cervezas,Estrella Galicia,https://images.openfoodfacts.org/images/products/841/259/800/1758/front_es.3.400.jpg,163.0894,154.6763,158.8788,62.757,4.6641,-1.0471,35.4187,330.0289,0.0516,0.6396,Aburrimiento,0.2405,0.0954471736876972,0.10821309535707137,0.14981577169195215,0.17641732449543895,0.046172219622587225,0.06692878444869396,0.11652900485513665,0.24047662584142246,24.05,Neutro,Medio,Apagado,Relajación,False,0.5869,0.5744,0.6421,0.5661,0.5161,0.3327,0.982,0.9168,0.0558,0.5869
OpenFoodFacts,Cervezas,Cerveza Pilsen,https://images.openfoodfacts.org/images/products/841/079/322/6136/front_es.38.400.jpg,185.7333,176.9267,175.4558,72.5211,3.3252,2.277,18.2489,8.5871,0.0553,0.7284,Aburrimiento,0.2326,0.07648456981129136,0.0843957568157734,0.13178715606126434,0.1425524333845912,0.14149580218772043,0.06865117418035116,0.12206151439356543,0.23257159316544274,23.26,Neutro,Luminoso,Apagado,Relajación,False,0.6895,0.6695,0.7157,0.6806,0.475,0.3873,0.3808,0.0239,0.0598,0.6895
OpenFoodFacts,Cervezas,Damm Premium Quality Non Alcoholic Lager Beer,https://images.openfoodfacts.org/images/products/841/079/306/6138/front_en.55.400.jpg,62.7975,88.1736,108.6222,36.1293,0.2199,-14.1503,20.2045,206.7741,0.4219,0.426,Tristeza,0.2312,0.1508796181854715,0.2312008303398895,0.1919910760374815,0.1612672902228948,0.1328492632570229,0.01362667378434818,0.04569274947348433,0.0724924986994074,23.12,Frío,Oscuro,Moderado,Relajación,False,0.1325,0.2903,0.4189,0.2537,0.3798,0.1173,0.4492,0.5744,0.4562,0.3401
OpenFoodFacts,Cervezas,Blonde non filtré Champ Libre,https://images.openfoodfacts.org/images/products/370/069/390/1741/front_fr.18.400.jpg,85.5658,109.8975,102.3944,43.6163,-6.6572,2.7925,29.0439,161.498,0.2214,0.431,Tristeza,0.2878,0.10853718136318248,0.2877758080117626,0.178256774544326,0.09796137287219527,0.05314825344607684,0.03601659197146688,0.08690496774666684,0.1513990500443231,28.78,Frío,Medio,Apagado,Relajación,False,0.2357,0.3831,0.3912,0.3415,0.169,0.3958,0.7588,0.4486,0.2394,0.3459
OpenFoodFacts,Cervezas,Cerveza Vall-Damm Doble Malta,https://images.openfoodfacts.org/images/products/841/079/303/6131/front_en.39.400.jpg,88.2074,125.1393,108.9536,48.099,-12.16895,5.6605,30.5071,153.7045,0.2951,0.4907,Romanticismo,0.248,0.11638428327244572,0.22048580768342255,0.24800459125415683,0.1891579138902747,0.12739308785446404,0.0064986262640207,0.014734380303580362,0.07734130947763507,24.8,Frío,Medio,Moderado,Relajación,False,0.2477,0.4482,0.4203,0.3941,0.0,0.4429,0.81,0.427,0.3191,0.4149
OpenFoodFacts,Cervezas,Biere blonde sans alcool,https://images.openfoodfacts.org/images/products/326/157/000/7883/front_fr.3.400.jpg,157.5585,155.8423,157.3567,64.1809,2.5864,-0.5883,21.3609,307.0551,0.0109,0.6179,Aburrimiento,0.2511,0.083128904218903,0.1094388956789716,0.1397165771391705,0.17523863958604383,0.042646289654308174,0.08394834465367124,0.11481906446199507,0.2510632846069366,25.11,Neutro,Medio,Apagado,Relajación,False,0.5619,0.5794,0.6353,0.5828,0.4524,0.3402,0.4897,0.853,0.0118,0.5618
OpenFoodFacts,Cervezas,Estrella Damm,https://images.openfoodfacts.org/images/products/841/079/302/1946/front_es.46.400.jpg,122.504,72.6607,32.6861,35.2591,17.1798,30.7589,22.1301,26.7038,0.7332,0.4804,Tristeza,0.3078,0.09298032699575687,0.30778791170028647,0.1625728060422807,0.09043068776302804,0.1841284683534957,0.02322726660242518,0.039496615725551194,0.09937591681717589,30.78,Cálido,Oscuro,Intenso,Relajación,False,0.403,0.224,0.0816,0.2435,0.8998,0.8554,0.5167,0.0742,0.7927,0.403
OpenFoodFacts,Cervezas,Alus BREWDOG PUNK ipa,https://images.openfoodfacts.org/images/products/505/602/544/0449/front_en.18.400.jpg,128.0708,116.9577,95.9754,49.7293,3.0894,14.0068,24.9855,39.2249,0.2506,0.5022,Romanticismo,0.2284,0.09417577233343342,0.17233346533550306,0.22836602555888677,0.19030197736436122,0.1869633922171821,0.012410122562856896,0.023314623844138193,0.0921346207836384,22.84,Cálido,Medio,Moderado,Relajación,False,0.4283,0.4133,0.3627,0.4132,0.4678,0.5801,0.6167,0.109,0.2709,0.4281
OpenFoodFacts,Cervezas,Ichnusa non filtrata,https://images.openfoodfacts.org/images/products/800/689/068/1543/front_en.99.400.jpg,118.6873,74.2105,48.8729,35.485,16.2875,22.5818,24.0109,21.7757,0.5882,0.4654,Tristeza,0.264,0.08408639719367808,0.2639944236774745,0.17048738969034044,0.13804081101812382,0.19956081538923726,0.02028838031964197,0.03725313272242542,0.08628864998907841,26.4,Cálido,Oscuro,Moderado,Relajación,False,0.3858,0.2306,0.1535,0.2461,0.8724,0.721,0.5825,0.0605,0.636,0.3856
OpenFoodFacts,Cervezas,Super Bock,https://images.openfoodfacts.org/images/products/000/005/609/3254/front_fr.12.400.jpg,57.404,65.7612,76.3416,26.7408,0.6708,-6.1448,26.8218,213.5219,0.2481,0.2994,Ira,0.2402,0.24023595980674164,0.16657262958648877,0.09981258704255522,0.07586729856337228,0.04427451100794376,0.060341913254784024,0.1314138187505735,0.18148128198754074,24.02,Frío,Oscuro,Apagado,Relajación,False,0.1081,0.1945,0.2755,0.1435,0.3936,0.2489,0.681,0.5932,0.2682,0.1939
OpenFoodFacts,Cervezas,Orval Trappist,https://images.openfoodfacts.org/images/products/000/005/404/0014/front_fr.52.400.jpg,187.7489,180.9626,178.6195,72.1827,2.6274,2.3651,35.9326875,15.3993,0.0486,0.7363,Aburrimiento,0.2385,0.07041602578427636,0.08723539447195022,0.12428250036689609,0.1362217540073614,0.14988639200368029,0.0737154086255646,0.11978551073413642,0.23845701400613462,23.85,Neutro,Luminoso,Apagado,Relajación,False,0.6987,0.6867,0.7297,0.6766,0.4536,0.3887,1.0,0.0428,0.0525,0.6986
OpenFoodFacts,Cervezas,"Kronenbourg,1664",https://images.openfoodfacts.org/images/products/308/021/000/3319/front_fr.145.400.jpg,131.4294,137.4541,166.435,57.7678,8.9699,-15.5508,25.7971,229.6736,0.2103,0.6527,Energía,0.2579,0.06874638971507524,0.09220847476189957,0.20315937407306833,0.2579235737262045,0.13944965329809994,0.017117937841418695,0.053344793223067094,0.1680498033611666,25.79,Cálido,Medio,Apagado,Relajación,False,0.4435,0.5008,0.6756,0.5075,0.6481,0.0943,0.6451,0.638,0.2274,0.602
OpenFoodFacts,Cervezas,1664,https://images.openfoodfacts.org/images/products/308/021/605/2885/front_en.391.400.jpg,75.5487,111.2428,93.8664,43.3763,-12.16895,6.4683,27.9372,150.7911,0.3209,0.4362,Tristeza,0.2631,0.11832840321587092,0.2631105695740734,0.23445322865290072,0.17279361542340305,0.1314652960312256,0.006786606188923414,0.012910728622716921,0.06015155229088593,26.31,Frío,Medio,Moderado,Relajación,False,0.1903,0.3888,0.3533,0.3387,0.0,0.4562,0.72,0.4189,0.347,0.3519
OpenFoodFacts,Cervezas,BTE 50CL BIERE 5% HEINEKEN,https://images.openfoodfacts.org/images/products/311/978/026/8696/front_fr.68.400.jpg,100.8077,122.8926,88.5864,48.7883,-12.16895,16.7691,26.6462,98.6255,0.2792,0.4819,Tristeza,0.2652,0.03635794086459819,0.2651895717970694,0.22912547571720965,0.2068569262267525,0.14733151009863776,0.011790960010942703,0.007217656851072412,0.09612995843371733,26.52,Cálido,Medio,Moderado,Relajación,False,0.3047,0.4386,0.3299,0.4022,0.0,0.6255,0.6748,0.274,0.3019,0.4047
OpenFoodFacts,Cervezas,"Brasserie de Gayant, La goudale",https://images.openfoodfacts.org/images/products/326/157/000/0655/front_fr.5.400.jpg,151.7719,140.6962,134.7802,58.5305,3.5559,4.812,22.6697,20.8902,0.112,0.5952,Neutro/Ambiguo,0.2061,0.08457682234555877,0.11859943066656495,0.16924721776060916,0.15819874578048743,0.12049608623030585,0.04926500558967422,0.09350381457292689,0.2061128770538727,20.61,Neutro,Medio,Apagado,Relajación,False,0.5357,0.5147,0.535,0.5165,0.4821,0.4289,0.5356,0.058,0.1211,0.5356
OpenFoodFacts,Cervezas,Corona Extra,https://images.openfoodfacts.org/images/products/000/007/504/1670/front_en.6.400.jpg,109.8494,94.0301,80.2211,39.6549,4.7109,10.4626,29.2144,27.9645,0.2697,0.4308,Neutro/Ambiguo,0.2132,0.1228720767666759,0.21324288706852618,0.20028376860901814,0.14703263403354538,0.17315204967774106,0.013416845085547219,0.043192550126328805,0.08680718863261735,21.32,Cálido,Oscuro,Moderado,Relajación,False,0.3457,0.3153,0.2927,0.295,0.5175,0.5218,0.7647,0.0777,0.2916,0.3457
OpenFoodFacts,Cervezas,Heineken,https://images.openfoodfacts.org/images/products/311/978/025/9625/front_fr.84.400.jpg,115.258,114.3161,90.4931,47.5857,-3.0176,14.304,22.0393,57.718,0.2149,0.452,Romanticismo,0.2324,0.09786731457904586,0.21676759385505334,0.23242989896584093,0.18439321987626614,0.15712641291893104,0.011330147333539087,0.016729046274099803,0.08335636619722389,23.24,Cálido,Medio,Apagado,Relajación,False,0.3702,0.402,0.3384,0.3881,0.2806,0.5849,0.5135,0.1603,0.2323,0.3701
OpenFoodFacts,Cervezas,Grimbergen 25 cl Grimbergen Rouge 5.5 DEGRE ALCOOL,https://images.openfoodfacts.org/images/products/308/021/605/6593/front_fr.23.400.jpg,167.3302,128.3641,113.1497,56.7003,13.8803,16.029,31.7128,16.8486,0.3238,0.6562,Energía,0.2495,0.044481291525269646,0.09078035720556482,0.218378290977997,0.24949076999036812,0.2138333686232205,0.015401475901362968,0.0299776644675942,0.13765678130862277,24.95,Cálido,Medio,Moderado,Relajación,False,0.6061,0.462,0.439,0.495,0.7986,0.6133,0.8522,0.0468,0.3501,0.6061
OpenFoodFacts,Cervezas,440ML 10x CANS DESDE 1904 Cruzcampo SEVILLA CERVEZ,https://images.openfoodfacts.org/images/products/503/576/606/5425/front_en.3.400.jpg,148.929,110.7202,110.8077,51.2263,15.7004,8.5862,19.4742,359.8626,0.2566,0.584,Romanticismo,0.2477,0.0753171278155997,0.13286793126694735,0.24766285658367038,0.23481068500042104,0.1753591524734026,0.01352170083500468,0.03228553282248461,0.08817501320246962,24.77,Cálido,Medio,Moderado,Relajación,False,0.5228,0.3866,0.4286,0.4308,0.8544,0.491,0.4237,0.9997,0.2774,0.5226
OpenFoodFacts,Cervezas,Krombacher Pils,https://images.openfoodfacts.org/images/products/400/828/705/0134/front_de.3.400.jpg,84.6091,70.245,52.3871,29.8189,3.4111,12.5477,24.3681,33.2529,0.3808,0.3318,Ira,0.2213,0.2213330322346095,0.1273549610458459,0.17211175322153013,0.16063269215474946,0.19670942686181983,0.013650705215270115,0.032975293074789414,0.07523213619138558,22.13,Cálido,Oscuro,Moderado,Relajación,False,0.2314,0.2137,0.1691,0.1796,0.4777,0.5561,0.595,0.0924,0.4117,0.2313
OpenFoodFacts,Cervezas,1664 blanc bière blanche sans alcool,https://images.openfoodfacts.org/images/products/308/021/605/8597/front_fr.14.400.jpg,67.5132,65.9027,84.846,28.4313,7.8219,-10.4164,23.3519,245.101,0.2233,0.3327,Ira,0.2635,0.263490467710402,0.12102077003344788,0.16058796639206738,0.1645092864195437,0.12026243432072171,0.016722687026935253,0.06590570050222694,0.08750068759465517,26.35,Cálido,Oscuro,Apagado,Relajación,False,0.1539,0.1951,0.3133,0.1634,0.6129,0.1787,0.5594,0.6809,0.2414,0.2323
OpenFoodFacts,Cervezas,ASAHI SUPER DRY,https://images.openfoodfacts.org/images/products/800/844/024/6004/front_fr.3.400.jpg,115.2225,99.9261,81.49,42.4955,3.4238,12.5197,21.3645,32.7923,0.2928,0.4519,Tristeza,0.2229,0.10967758496639599,0.2228727638215742,0.21137177358664822,0.15735567798585573,0.17886554201333124,0.012425556432554555,0.03016111611472174,0.07726998507891826,22.29,Cálido,Medio,Moderado,Relajación,False,0.3701,0.3405,0.2984,0.3284,0.478,0.5556,0.4899,0.0911,0.3166,0.37
OpenFoodFacts,Cervezas,Radler,https://images.openfoodfacts.org/images/products/848/000/066/5546/front_en.28.400.jpg,144.582,115.2603,81.0728,50.2239,8.3766,23.272,20.3823,32.2985,0.4393,0.567,Tristeza,0.2245,0.019777678407649234,0.22445517688353142,0.209258568538445,0.1839338028839758,0.19703234623885563,0.01782796205938473,0.02694835828790763,0.12076610670025065,22.45,Cálido,Medio,Moderado,Relajación,False,0.5031,0.406,0.2965,0.419,0.6299,0.7323,0.4555,0.0897,0.475,0.503
OpenFoodFacts,Cervezas,Duvel Blond,https://images.openfoodfacts.org/images/products/541/168/101/4005/front_en.75.400.jpg,139.8684,132.993,128.1117,54.2759,2.1536,3.7405,31.412,24.9116,0.0841,0.5485,Neutro/Ambiguo,0.1929,0.06968302998364286,0.16836828651093758,0.16451373830855892,0.12908501018478158,0.1088769912964111,0.07037435915292702,0.09620300141587365,0.1928955831468673,19.29,Neutro,Medio,Apagado,Relajación,False,0.4817,0.4818,0.5054,0.4666,0.4391,0.4113,0.8417,0.0692,0.0909,0.4816
OpenFoodFacts,Cervezas,"BLE 75CL BIERE KARMELIET 8,4%V",https://images.openfoodfacts.org/images/products/541/069/310/0553/front_fr.3.400.jpg,78.1365,81.206,75.2762,32.8983,-2.0082,2.945,27.8865,91.0584,0.073,0.3185,Tristeza,0.2743,0.14536442345084946,0.27431136079250773,0.1028503568724762,0.05510169239850974,0.03383895033483534,0.0992929317453556,0.10910065451076266,0.18013962989470322,27.43,Neutro,Oscuro,Apagado,Relajación,False,0.202,0.2605,0.2708,0.2158,0.3115,0.3983,0.7182,0.253,0.0789,0.2159
OpenFoodFacts,Chocolates,Tablette de chocolat noir 100g,https://images.openfoodfacts.org/images/products/325/622/051/2985/front_fr.80.400.jpg,161.9075,148.4898,133.6213,61.659,3.438,10.5047,25.4193,31.5387,0.1747,0.6349,Neutro/Ambiguo,0.2127,0.11349250077426319,0.059411742517638304,0.19247812239695905,0.21273928573473366,0.1730337520367301,0.014188470219233133,0.04795184215239674,0.18670428416804588,21.27,Cálido,Medio,Apagado,Romanticismo,False,0.5816,0.548,0.5299,0.5532,0.4785,0.5225,0.6318,0.0876,0.1889,0.5814
OpenFoodFacts,Chocolates,70% équateur,https://images.openfoodfacts.org/images/products/370/021/461/6987/front_fr.80.400.jpg,120.2857,99.9235,82.0538,42.873,5.4511,13.5706,25.8937,28.0442,0.3178,0.4717,Neutro/Ambiguo,0.2164,0.0954613921063259,0.21644160279420352,0.21464790356790148,0.16949878154556736,0.19768317155229417,0.012601435470514646,0.02468733841471148,0.0689783745484814,21.64,Cálido,Medio,Moderado,Romanticismo,False,0.393,0.3405,0.3009,0.3328,0.5402,0.5729,0.6485,0.0779,0.3436,0.3929
OpenFoodFacts,Chocolates,سيرجيو  صغيرة,https://images.openfoodfacts.org/images/products/611/125/934/4051/front_fr.16.400.jpg,119.5736,95.6936,89.9362,42.1279,9.3291,7.6474,24.3015,11.6557,0.2479,0.4689,Romanticismo,0.2272,0.11435653873165158,0.18912087059703397,0.22718726878576057,0.17441433604853251,0.16320930423201213,0.012645211591860083,0.04189179442204508,0.07717467559110407,22.72,Cálido,Medio,Apagado,Romanticismo,True,0.3898,0.3224,0.3359,0.3241,0.6591,0.4755,0.5927,0.0324,0.268,0.3897
OpenFoodFacts,Chocolates,90G FERRERO ROCHER TABLETTE LT,https://images.openfoodfacts.org/images/products/800/050/035/9488/front_en.168.400.jpg,152.9554,132.2432,113.7339,56.0294,6.1555,13.8076,23.0285,28.315,0.2564,0.5998,Energía,0.2296,0.08762060836537804,0.09107155678780919,0.22329281274230584,0.22962653342878467,0.20719281395922615,0.012976069951857098,0.024597634720417285,0.12362197004422179,22.96,Cálido,Medio,Moderado,Romanticismo,False,0.541,0.4786,0.4416,0.4871,0.5618,0.5768,0.5481,0.0787,0.2772,0.5409
OpenFoodFacts,Chocolates,80% cacao noir,https://images.openfoodfacts.org/images/products/356/007/066/9981/front_fr.106.400.jpg,70.5808,44.0211,40.8901,21.506,10.187,8.2849,20.1399,6.3272,0.4207,0.2768,Ira,0.2611,0.26110757554992153,0.04269131991867788,0.1903779247643214,0.1916311964678864,0.19071974745340362,0.01377046469193019,0.04007783473136325,0.0696239364224957,26.11,Cálido,Oscuro,Moderado,Romanticismo,False,0.1678,0.1016,0.1181,0.0821,0.6854,0.486,0.447,0.0176,0.4549,0.1677
OpenFoodFacts,Chocolates,Noir 70 %,https://images.openfoodfacts.org/images/products/376/012/121/9749/front_fr.35.400.jpg,185.1259,181.6158,185.1561,73.2239,3.9588,-1.6154,30.393,299.4882,0.0191,0.7261,Aburrimiento,0.2625,0.08875101379987932,0.09486874366725452,0.10196029844388693,0.13320232666165757,0.08703801654202087,0.07599863469737576,0.155700266689881,0.262480699498044,26.25,Neutro,Luminoso,Apagado,Romanticismo,False,0.6868,0.6895,0.7588,0.6889,0.4944,0.3233,0.806,0.832,0.0207,0.6868
