fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L,emocion_1,valencia_1,deltaE_1,emocion_2,deltaE_2,emocion_3,deltaE_3
Amazon Berkeley Objects,Hogar - Armarios,"Amazon Brand – Rivet Mid-Century Modern Industrial Metal Buffet Credenza, 28 Inch Height, Beige, Wood",https://m.media-amazon.com/images/I/91SCzGcqVHL._SX512_.jpg,197.4103,180.623,162.7088,73.4908,4.1809,11.8986,28.402,Refreshed,Positiva - Baja activación,13.53,Happy,15.62,Healthy,16.82
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Stone & Beam Modern Textured Subtle Bohemian Area Rug, 5 x 8 Foot, Grey and White Multicolor",https://m.media-amazon.com/images/I/A1HeHey+dYL._SX512_.jpg,108.2624,97.1841,86.7459,40.3122,2.9404,7.6914,29.0435,Bored,Negativa - Baja activación,12.17,Irritated,13.67,Anxious,13.95
Amazon Berkeley Objects,Hogar - Sillas,"Stone & Beam Mid-Century Swivel Chair, 23.6""W, Beige",https://m.media-amazon.com/images/I/81L9Shlqp3L._SX512_.jpg,218.6257,211.8952,203.9876,84.659,1.3623,5.2513,21.7458,Refreshed,Positiva - Baja activación,13.15,Soothed,14.77,Happy,20.1
Amazon Berkeley Objects,Moda - Collares,"Collar de diamantes cultivados en laboratorio con certificado IGI en oro blanco de 14 quilates (1/4 – 2 CT.TW, color I-J, claridad SI1-SI2),Amarillo,One Size",https://m.media-amazon.com/images/I/6176xFs4o6L._SX512_.jpg,252.9109,252.9109,252.9109,99.2508,-0.0024,0.0046,4.7973,Soothed,Positiva - Baja activación,21.35,Refreshed,26.13,Calm,29.69
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Women's White + Crimson Sneakers-5 UK (38 EU) (8 US) (AZ-WSY-10),https://m.media-amazon.com/images/I/61PWjAd2M0L._SX512_.jpg,208.308,197.7789,194.8376,79.8,4.2064,3.7186,26.8259,Refreshed,Positiva - Baja activación,11.76,Soothed,14.83,Relaxed,17.92
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand – Rivet Edgewest Modern Chair, Leather, 34""W, Charcoal",https://m.media-amazon.com/images/I/61xi5dEFKLL._SX512_.jpg,151.5618,151.5555,151.0965,60.249,-0.1006,0.285,38.0352,Thirsty,Neutral - Sensorial,7.2,Relaxed,13.62,Refreshed,15.21
Amazon Berkeley Objects,Moda - Zapatos,"206 Collective Amazon Brand Women's Adelaide D'Orsay Dress Pump, Silver Leather, 11.5 B US",https://m.media-amazon.com/images/I/71shgB1d+GL._SX512_.jpg,219.6486,216.5181,212.9254,86.0444,0.7059,2.4808,22.3539,Soothed,Positiva - Baja activación,12.96,Refreshed,13.8,Relaxed,19.73
Amazon Berkeley Objects,Hogar - Mesas,"Marque Amazon - Movian Taro - Table basse, 89 x 89 x 30.5 cm (longueur x profondeur x hauteur), Noir et finition béton",https://m.media-amazon.com/images/I/61VGVK7PcPL._SX512_.jpg,247.9058,246.6865,245.3566,97.1143,0.237,0.8504,8.1187,Soothed,Positiva - Baja activación,19.8,Refreshed,24.04,Calm,28.32
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Stone & Beam Casual Geometric Wool Area Rug, 5' 9"" x 3' 9"", Sunset Orange",https://m.media-amazon.com/images/I/A1byAxfzBzL._SX512_.jpg,164.3178,121.747,93.1578,54.1528,13.5977,22.4532,22.2963,Hungry,Neutral - Sensorial,1.04,Anxious,11.36,Irritated,13.9
Amazon Berkeley Objects,Moda - Zapatos,Centrino Men's S5532 Brown Hiking Shoes-8 UK (42 EU) (9 US) (S5532-01),https://m.media-amazon.com/images/I/81qk-C+3TKL._SX512_.jpg,191.9819,183.4843,176.9924,73.4715,2.7778,5.1933,34.2082,Refreshed,Positiva - Baja activación,9.06,Thirsty,13.56,Relaxed,15.24
Amazon Berkeley Objects,Hogar - Armarios,"AmazonBasics Classroom Storage Cabinet with Casters, 5-Section",https://m.media-amazon.com/images/I/9173kc1VIPL._SX512_.jpg,212.7255,179.0946,120.0238,74.6123,6.3498,34.5627,17.4617,Alert,Positiva - Alta activación,3.67,Energized,6.69,Happy,12.31
Amazon Berkeley Objects,Moda - Mochilas,"AmazonBasics Classic Backpack - Black, 24-Pack",https://m.media-amazon.com/images/I/91cjHJE3JDL._SX512_.jpg,105.4687,105.4687,105.4687,42.0489,-0.0012,0.0023,36.4101,Bored,Negativa - Baja activación,4.0,Sleepy,7.54,Tired,15.66
Amazon Berkeley Objects,Hogar - Lámparas,"AmazonBasics LED Plug-in Night Light with Dusk to Dawn Sensor, Two Brightness Levels for Bedroom, Hallway, Stairs - 2.5"" x 2.5"", 6-Pack",https://m.media-amazon.com/images/I/71rwzUEnstL._SX512_.jpg,239.1563,238.8543,240.4651,94.4001,0.3926,-0.7489,7.1702,Soothed,Positiva - Baja activación,17.02,Refreshed,21.7,Calm,25.6
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand - Movian Thun - Sedia da scrivania, 53 x 60 x 89 cm, bianco",https://m.media-amazon.com/images/I/61Wg3NdWZSL._SX512_.jpg,248.8598,248.8504,248.9077,97.7581,0.0139,-0.0274,9.443,Soothed,Positiva - Baja activación,20.01,Refreshed,24.69,Calm,28.43
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Ravenna Home Rai Tufted Arched Armless Loveseat Bench Settee, 52""W, Dark Grey",https://m.media-amazon.com/images/I/91DQcWHg9eL._SX512_.jpg,173.2187,171.4495,171.9072,68.4014,0.8343,-0.0057,35.0075,Thirsty,Neutral - Sensorial,7.04,Refreshed,9.33,Relaxed,10.27
Amazon Berkeley Objects,Hogar - Estantes,"AmazonBasics Modern 5-Tier Ladder Bookshelf Organizer with Solid Rubber Wood Frame, Walnut",https://m.media-amazon.com/images/I/61IGtyJF7QL._SX512_.jpg,197.8925,189.9219,186.8861,75.6747,3.155,3.3103,35.8114,Refreshed,Positiva - Baja activación,9.31,Soothed,14.44,Thirsty,14.44
Amazon Berkeley Objects,Tecnología - Monitores,"AmazonBasics Dual LCD Monitor Stand - Free Standing Mount, Steel",https://m.media-amazon.com/images/I/6113reLZGUL._SX512_.jpg,199.6842,199.6842,199.6776,78.6633,-0.0034,0.0077,34.7958,Refreshed,Positiva - Baja activación,8.16,Soothed,9.32,Relaxed,12.81
Amazon Berkeley Objects,Moda - Pendientes,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド 5mm淡水真珠&ファンシーパープルスワロフスキージルコニア 円シェイプスタッドピアス 両耳用スタッドピアス JEE13609_5NNFL00A100,https://m.media-amazon.com/images/I/619QvWzI5aL._SX512_.jpg,250.5697,249.3761,248.0578,98.0481,0.27,0.81,8.4099,Soothed,Positiva - Baja activación,20.61,Refreshed,24.95,Calm,29.08
Amazon Berkeley Objects,Moda - Zapatos,"RED WAGON Boys' Budapester Shoes, Black (Black), 30.5 UK 12",https://m.media-amazon.com/images/I/91jqW-bT59L._SX512_.jpg,204.7399,203.964,204.1939,80.7744,0.3724,-0.0069,30.0032,Soothed,Positiva - Baja activación,9.53,Refreshed,9.77,Relaxed,14.53
Amazon Berkeley Objects,Hogar - Camas,"Amazon Brand – Rivet Brecken Modern Mirror Wood Frame, 41"", Brown",https://m.media-amazon.com/images/I/91XaA5EbKuL._SX512_.jpg,227.5875,224.2587,221.0547,89.1407,1.0308,2.4136,16.7922,Soothed,Positiva - Baja activación,14.79,Refreshed,16.7,Relaxed,22.43
Amazon Berkeley Objects,Hogar - Mesas,"Amazon Brand – Ravenna Home Anne Marie Small Curved Leg Shelf Storage Side End Table, 20""W, Dark Espresso",https://m.media-amazon.com/images/I/61RDahQ7ngL._SX512_.jpg,182.3511,166.4357,164.7512,67.3605,7.1115,4.3223,40.5645,Thirsty,Neutral - Sensorial,13.86,Refreshed,14.76,Romantic,15.84
Amazon Berkeley Objects,Hogar - Cojines,"Amazon Brand – Rivet Casual Outdoor Striped Throw Pillow - 17 x 17 Inch, Pewter",https://m.media-amazon.com/images/I/91qRnM08V5L._SX512_.jpg,203.3125,194.7294,185.8116,78.4582,1.7242,5.8303,22.7039,Refreshed,Positiva - Baja activación,9.36,Soothed,14.78,Relaxed,16.83
Amazon Berkeley Objects,Moda - Zapatos,Bourge Women's Micam-504 Black Running Shoes-6 UK (38 EU) (7 US) (Micam-504-06),https://m.media-amazon.com/images/I/715JvYgV7CL._SX512_.jpg,186.2697,186.2498,186.7871,73.4049,0.1295,-0.3212,37.5714,Refreshed,Positiva - Baja activación,7.0,Relaxed,9.98,Thirsty,9.99
Amazon Berkeley Objects,Hogar - Sillas,"AmazonBasics Big & Tall Executive Computer Desk Chair - Adjustable with Armrest, 350-Pound Capacity - Brown with Pewter Finish (Renewed)",https://m.media-amazon.com/images/I/81seT33KxPL._SX512_.jpg,177.7805,172.7058,170.6333,68.7465,1.8344,1.964,37.553,Thirsty,Neutral - Sensorial,8.74,Refreshed,9.49,Relaxed,12.12
Amazon Berkeley Objects,Moda - Zapatos,Flavia Women's Nude Fashion Sandals-7 UK (39 EU) (8 US) (FL/232/NUD),https://m.media-amazon.com/images/I/715EsJc29-L._SX512_.jpg,230.6635,216.5726,208.5185,87.197,4.0862,6.2118,17.0826,Refreshed,Positiva - Baja activación,16.92,Soothed,18.0,Happy,19.49
Amazon Berkeley Objects,Moda - Zapatos,"Amazon-merk - vinden. Bestuurder, Heren Loafer,Groen Suede,10 UK",https://m.media-amazon.com/images/I/61jGLIrjUvL._SX512_.jpg,132.31,125.6386,116.7135,50.5465,1.411,6.6793,37.2743,Anxious,Negativa - Alta activación,11.86,Irritated,13.27,Bored,13.75
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Essentials Baby Slip On Canvas Sneaker, Light Gray, 8 Toddler US Toddler",https://m.media-amazon.com/images/I/71eLaEr5-EL._SX512_.jpg,211.1076,204.2897,201.6451,82.2817,2.0288,2.2782,16.2783,Refreshed,Positiva - Baja activación,11.56,Soothed,12.46,Relaxed,17.45
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand – Stone & Beam Appleton Farmhouse Leather Recliner, 35""W, Brown Leather",https://m.media-amazon.com/images/I/91W7Z3UGkGL._SX512_.jpg,148.5391,133.5618,127.916,54.8035,5.7729,6.0932,36.4908,Anxious,Negativa - Alta activación,9.84,Irritated,11.37,Sensual,12.92
Amazon Berkeley Objects,Hogar - Sillas,"AmazonBasics Classic Adjustable Office Desk Chair - Twill Fabric, Beige (Renewed)",https://m.media-amazon.com/images/I/81DwQE4enUL._SX512_.jpg,231.7145,227.4722,226.2667,90.3707,1.2998,1.1272,15.8158,Soothed,Positiva - Baja activación,15.07,Refreshed,18.02,Relaxed,23.22
Amazon Berkeley Objects,Moda - Collares,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド ラウンドカット 赤とホワイトのスワロフスキージルコニア 小クロスペンダント ペンダント JEP13638_5NNRD00A100,https://m.media-amazon.com/images/I/61cfsRjv9+L._SX512_.jpg,251.9655,250.8826,248.1831,98.5627,0.0198,1.5024,6.9161,Soothed,Positiva - Baja activación,21.22,Refreshed,25.33,Happy,29.02
Amazon Berkeley Objects,Hogar - Mesas,"Amazon Brand - Movian 2-Drawer Beside Table, 42 x 40 x 47 cm, White",https://m.media-amazon.com/images/I/71MUED9IoaL._SX512_.jpg,128.6481,125.743,121.7698,51.6346,0.5909,2.3593,25.633,Bored,Negativa - Baja activación,11.56,Sleepy,12.35,Anxious,15.03
Amazon Berkeley Objects,Moda - Zapatos,"Bugatti Portland 2250076 Loafers, (Puder 74), 5 UK",https://m.media-amazon.com/images/I/71o9DWG9QBL._SX512_.jpg,210.9888,208.2801,201.2754,83.0247,-0.1838,4.0171,20.8737,Refreshed,Positiva - Baja activación,10.78,Soothed,12.49,Relaxed,17.66
Amazon Berkeley Objects,Moda - Zapatos,"The Fix Sandalia mocasín con Bordado Floral francés, para Mujer, Negro/Multi, 8 B(M) US",https://m.media-amazon.com/images/I/61ng3PLz8BL._SX512_.jpg,156.3931,155.4268,152.3786,60.9925,-0.1526,1.9003,42.4258,Thirsty,Neutral - Sensorial,7.4,Relaxed,13.8,Refreshed,14.3
Amazon Berkeley Objects,Hogar - Cojines,Amazon Basics Outdoor Lounger Patio Cushion - Black Floral,https://m.media-amazon.com/images/I/A1F33Lla+zL._SX512_.jpg,214.3877,214.4286,214.4199,84.8487,-0.0181,0.0033,26.0042,Soothed,Positiva - Baja activación,10.41,Refreshed,12.75,Relaxed,17.58
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Stone & Beam Westcott Contemporary 93"" Sofa, Fabric, 93""W, Silver",https://m.media-amazon.com/images/I/91pgKZuij4L._SX512_.jpg,216.9225,213.9005,209.1038,84.9496,0.3264,3.067,23.9318,Refreshed,Positiva - Baja activación,12.65,Soothed,12.66,Relaxed,18.92
Amazon Berkeley Objects,Moda - Sombreros,SuMade Unisex Headwear Face Cover Headband Magic Scarf Neck Gaiter Bandanas,https://m.media-amazon.com/images/I/81dcCePOBbL._SX512_.jpg,187.7904,192.5219,196.5867,76.1848,-0.5668,-2.721,32.3178,Soothed,Positiva - Baja activación,8.17,Refreshed,8.19,Relaxed,9.93
Amazon Berkeley Objects,Hogar - Sillas,"Rivet Mid-Century Leather Swivel Chair, 23.6""W, Brown (Renewed)",https://m.media-amazon.com/images/I/81354ZItMkL._SX512_.jpg,202.3314,184.345,174.7647,75.0255,6.6328,8.8537,32.0279,Refreshed,Positiva - Baja activación,13.96,Happy,17.78,Thirsty,18.81
Amazon Berkeley Objects,Hogar - Sillas,"Stone & Beam Chaise de Salle à Manger 33,5 po H",https://m.media-amazon.com/images/I/81G4o8TQWlL._SX512_.jpg,193.8055,200.1288,207.2438,78.8609,-0.079,-4.9278,33.3028,Soothed,Positiva - Baja activación,7.1,Refreshed,11.02,Relaxed,11.89
Amazon Berkeley Objects,Hogar - Mesas,"Amazon Brand – Stone & Beam Industrial Parquetry Top with Metal Base Side Table, 19.69""W, Antique Bronze",https://m.media-amazon.com/images/I/81muGe19tXL._SX512_.jpg,210.1041,206.0818,201.8749,81.5559,1.0868,3.1402,32.1821,Refreshed,Positiva - Baja activación,10.36,Soothed,12.3,Relaxed,16.8
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symactive Men's Running Shoes,https://m.media-amazon.com/images/I/81RDPYgHr9L._SX512_.jpg,158.7782,141.9413,139.7464,58.721,8.7267,3.7843,39.7944,Sensual,Neutral - Sensorial,11.48,Anxious,12.42,Irritated,13.47
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Women's White + Sky Shoes-5 UK (38 EU) (8 US) (AZ-WSY-10),https://m.media-amazon.com/images/I/71DfpdF4aOL._SX512_.jpg,216.6755,223.1992,223.3866,88.1786,-2.1319,-0.8797,14.7761,Soothed,Positiva - Baja activación,10.81,Refreshed,15.2,Calm,19.53
Amazon Berkeley Objects,Moda - Collares,"[Find] Amazon Collection Rhodium Plated Sterling Silver Clear Round kattokyu-bikkuzirukoniaヴxinte-zipendanto, 45.72 cm Pendant jep04841 _ 110cl18jd00",https://m.media-amazon.com/images/I/514HyErAvZL._SX512_.jpg,251.3097,251.0166,250.9436,98.5873,0.089,0.0789,6.8476,Soothed,Positiva - Baja activación,20.8,Refreshed,25.5,Calm,29.19
Amazon Berkeley Objects,Moda - Zapatos,find.,https://m.media-amazon.com/images/I/71v06vMPYOL._SX512_.jpg,196.8466,179.0766,164.9832,73.2852,4.9039,10.3379,25.7295,Refreshed,Positiva - Baja activación,13.16,Happy,17.08,Healthy,17.68
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Inkast Denim Co. Men's Grey Canvas Sneakers-6 UK (AZ-IK-027B),https://m.media-amazon.com/images/I/81QbLhBzAkL._SX512_.jpg,172.3335,170.0471,170.3085,67.5052,1.0073,0.205,38.0109,Thirsty,Neutral - Sensorial,6.87,Refreshed,9.95,Relaxed,10.7
Amazon Berkeley Objects,Moda - Zapatos,Klepe Men's Running Shoes,https://m.media-amazon.com/images/I/71PRuk-RyDL._SX512_.jpg,183.3688,184.5851,189.1361,72.6637,0.7527,-3.0176,38.8155,Refreshed,Positiva - Baja activación,9.14,Relaxed,9.36,Thirsty,9.64
Amazon Berkeley Objects,Hogar - Cojines,"Amazon Brand – Rivet Mudcloth-Inspired Decorative Throw Pillow, 17"" x 17"", Navy",https://m.media-amazon.com/images/I/A1RUHEuhc2L._SX512_.jpg,128.1754,130.3743,138.0874,52.2377,0.9615,-4.727,36.7246,Sleepy,Negativa - Baja activación,9.04,Bored,10.31,Thirsty,14.35
Amazon Berkeley Objects,Moda - Pendientes,[Find] Amazon Collection 10 K White Gold Diamond Circle Earrings (1/10Cttw),https://m.media-amazon.com/images/I/41zFcdfTveL._SX512_.jpg,239.2721,239.2778,239.272,94.2424,-0.0053,0.0067,15.2881,Soothed,Positiva - Baja activación,16.97,Refreshed,21.32,Calm,25.57
Amazon Berkeley Objects,Hogar - Mesas,"Amazon Brand – Ravenna Home Classic End Table with Side Cutouts, 22""W, Merlot Wood",https://m.media-amazon.com/images/I/61nghWpD0iL._SX512_.jpg,196.7189,174.1518,175.6319,71.9385,9.8332,3.3547,32.5398,Romantic,Positiva - Alta activación,15.8,Refreshed,15.97,Thirsty,17.23
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand – Ravenna Home Winona Button Tufted Turned Wood Leg Nailhead Accent Chair, 28""W",https://m.media-amazon.com/images/I/A1+rmoCA82L._SX512_.jpg,206.6193,195.4851,185.5648,79.0671,2.4201,6.6306,20.159,Refreshed,Positiva - Baja activación,10.48,Soothed,15.78,Relaxed,18.06
Amazon Berkeley Objects,Hogar - Camas,"Amazon Brand – Stone & Beam Tisbury Nailhead Trim Queen Bed, 66""W, Spinnsol Indigo",https://m.media-amazon.com/images/I/71-uywiA7sL._SX512_.jpg,191.9691,193.3546,198.131,76.3874,0.694,-3.0903,34.5717,Soothed,Positiva - Baja activación,8.98,Refreshed,9.36,Relaxed,10.96
Amazon Berkeley Objects,Moda - Zapatos,"find. Women's Crossover High Wedge Espadrille, (Yellow), 7 UK",https://m.media-amazon.com/images/I/718UntgGwmL._SX512_.jpg,239.4994,227.6664,200.0411,90.7078,0.3654,15.2129,11.2966,Happy,Positiva - Alta activación,13.59,Refreshed,21.65,Alert,23.97
Amazon Berkeley Objects,Hogar - Sillas,Amazon merk - Movian Scutari Accentstoel blauw,https://m.media-amazon.com/images/I/81lo7ZIqWrL._SX512_.jpg,169.9027,162.659,164.9738,66.6348,3.5115,-0.4637,24.1151,Thirsty,Neutral - Sensorial,8.8,Refreshed,12.52,Relaxed,12.82
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Grey Canvas Sneakers-11 UK (AZ-SH-01D),https://m.media-amazon.com/images/I/91MSWq9wqaL._SX512_.jpg,207.4206,204.2097,203.0884,81.565,0.962,1.0014,23.5934,Refreshed,Positiva - Baja activación,10.47,Soothed,10.72,Relaxed,15.81
Amazon Berkeley Objects,Moda - Zapatos,"find. Men's Derbys, Green (Khaki), 8 UK",https://m.media-amazon.com/images/I/71jbjY076iL._SX512_.jpg,187.0491,176.5889,165.7238,71.059,3.0791,8.216,33.6968,Refreshed,Positiva - Baja activación,10.88,Thirsty,14.36,Healthy,15.93
Amazon Berkeley Objects,Hogar - Mesas,Alkove Hayes Extendable Solid Wood Table,https://m.media-amazon.com/images/I/51L-MyU8SdL._SX512_.jpg,235.1526,226.6327,218.4172,90.2872,2.1657,5.6688,17.4459,Soothed,Positiva - Baja activación,18.06,Refreshed,18.41,Happy,21.11
Amazon Berkeley Objects,Moda - Pendientes,"Amazon Collection stud-earrings, Blanco dorado, US 0 (EU XS)",https://m.media-amazon.com/images/I/71dUKlo3EQL._SX512_.jpg,209.3416,211.5107,211.6568,83.6489,-0.6961,-0.3548,25.8268,Soothed,Positiva - Baja activación,9.22,Refreshed,11.51,Relaxed,16.16
Amazon Berkeley Objects,Hogar - Sofás,Amazon Brand Movian Scutari Sofa Bed,https://m.media-amazon.com/images/I/71ga7vxd5ML._SX512_.jpg,211.9036,211.5525,213.7097,83.3608,0.6679,-1.273,31.8143,Soothed,Positiva - Baja activación,9.61,Refreshed,12.26,Relaxed,16.36
Amazon Berkeley Objects,Tecnología - Auriculares,AmazonBasics In-Ear Headphones - Blue,https://m.media-amazon.com/images/I/51EOx4I8JBL._SX512_.jpg,213.4916,226.334,238.8137,89.2992,-0.0806,-7.6478,18.6384,Soothed,Positiva - Baja activación,11.71,Calm,19.54,Refreshed,19.56
Amazon Berkeley Objects,Hogar - Mesas,"Amazon Brand – Stone & Beam Solid Pine Rustic Farmhouse End Table, 22""W, Rustic Oak",https://m.media-amazon.com/images/I/81IfJJCt0HL._SX512_.jpg,211.7911,197.4861,181.9736,79.8228,3.4155,10.5286,24.0811,Refreshed,Positiva - Baja activación,13.39,Happy,14.65,Soothed,19.54
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Cherry PU Formal Shoes - 10 UK (AZ-SY-422),https://m.media-amazon.com/images/I/71jJD37UJeL._SX512_.jpg,148.6533,137.5198,137.4944,55.745,4.9869,1.9821,38.6718,Anxious,Negativa - Alta activación,13.51,Sensual,13.58,Thirsty,14.19
Amazon Berkeley Objects,Moda - Zapatos,Chadstone Men's Purple Loafers-9 UK (43 EU) (CH 129),https://m.media-amazon.com/images/I/71A-RKyh6LL._SX512_.jpg,196.7835,190.0762,190.1354,75.414,3.1715,1.1549,37.8744,Refreshed,Positiva - Baja activación,9.46,Soothed,13.25,Thirsty,13.61
Amazon Berkeley Objects,Moda - Zapatos,Klepe Men's White Sneakers- 7 UK (41 EU) (8 US) (A12/WHT),https://m.media-amazon.com/images/I/61YBhxtDneL._SX512_.jpg,244.177,244.0791,244.2817,96.1321,0.0744,-0.0756,8.8505,Soothed,Positiva - Baja activación,18.58,Refreshed,23.16,Calm,27.09
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Rivet Sloane Mid-Century Modern Sofa with Tufted Back, 79.9""W, Emerald Green",https://m.media-amazon.com/images/I/81NR414wVOL._SX512_.jpg,130.7165,138.8896,134.6847,54.9529,-4.2509,1.4368,35.3632,Thirsty,Neutral - Sensorial,10.65,Sleepy,14.01,Bored,14.68
Amazon Berkeley Objects,Moda - Bolsos,Flavia Women's Handbag (Black),https://m.media-amazon.com/images/I/91sy7lvsgdL._SX512_.jpg,133.2033,133.1707,135.4343,53.3401,0.5117,-1.2938,36.3619,Sleepy,Negativa - Baja activación,11.23,Bored,11.67,Thirsty,12.92
Amazon Berkeley Objects,Hogar - Mesas,"Amazon Brand – Stone & Beam Gould Contemporary Wood Bedside Nightstand Table, 16"", Washed Navy and Gold",https://m.media-amazon.com/images/I/91PP0MzUbVL._SX512_.jpg,129.4814,129.7381,135.6405,52.334,1.3079,-3.5918,34.6976,Sleepy,Negativa - Baja activación,9.59,Bored,10.42,Thirsty,14.24
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Stone & Beam Hillman Mid-Century Sofa Couch with Wood Base and Legs, 78""W, Fog Gray",https://m.media-amazon.com/images/I/91FB4B3c9LL._SX512_.jpg,183.2765,182.4248,182.2276,73.3555,0.3368,0.2632,25.2823,Refreshed,Positiva - Baja activación,6.93,Thirsty,10.17,Relaxed,10.41
Amazon Berkeley Objects,Moda - Zapatos,"Bugatti Rhodos 2252708 Loafers, (Weiss 77), 6.5 UK",https://m.media-amazon.com/images/I/71OVSa0qg3L._SX512_.jpg,213.2349,210.7221,204.2347,83.5268,0.0686,3.9777,26.4754,Refreshed,Positiva - Baja activación,11.34,Soothed,12.73,Relaxed,18.13
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Rivet Shag Diamond Morrocan Area Rug, 3' 11"" x 6' 7"", Cream",https://m.media-amazon.com/images/I/A1LqO64vwfL._SX512_.jpg,135.783,125.6391,112.9859,52.275,1.9209,8.2269,24.6421,Anxious,Negativa - Alta activación,11.0,Irritated,12.94,Bored,16.09
Amazon Berkeley Objects,Moda - Zapatos,"Skechers Taking Control Zapatillas sin Cordones para Mujer, Mauve, 5",https://m.media-amazon.com/images/I/81tlxH82fML._SX512_.jpg,225.973,222.0454,222.632,88.3965,1.5592,0.2175,17.8708,Soothed,Positiva - Baja activación,13.51,Refreshed,16.5,Relaxed,21.38
